edad,sexo,idioma,indigena,depto,zona,no_inscribio_motivo,desercion_real,desercion_predicha,probabilidad
13.0,2.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
9.0,1.0,6.0,2.0,2.0,2.0,-1.0,0,0,0.0
9.0,2.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0
8.0,1.0,27.0,2.0,3.0,2.0,-1.0,0,0,0.0
12.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
17.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
14.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
11.0,1.0,6.0,2.0,7.0,2.0,-1.0,0,0,0.0
9.0,1.0,6.0,2.0,9.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
16.0,1.0,6.0,2.0,9.0,1.0,-1.0,0,0,0.0
14.0,2.0,6.0,1.0,1.0,1.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,3.0,2.0,-1.0,0,0,0.0
9.0,1.0,6.0,2.0,6.0,1.0,-1.0,0,0,0.0
12.0,1.0,6.0,2.0,4.0,2.0,-1.0,0,0,0.0
18.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
18.0,2.0,6.0,2.0,9.0,1.0,-1.0,0,0,0.0
8.0,1.0,41.0,2.0,7.0,2.0,-1.0,0,0,0.0
9.0,1.0,6.0,2.0,8.0,2.0,-1.0,0,0,0.0
12.0,2.0,6.0,2.0,4.0,1.0,-1.0,0,0,0.0
16.0,2.0,6.0,2.0,9.0,1.0,-1.0,0,0,0.0
6.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
18.0,2.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
9.0,1.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
7.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
9.0,1.0,6.0,2.0,4.0,1.0,-1.0,0,0,0.0
17.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
10.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
8.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
16.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
18.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,2.0,1.0,2.0,1,1,0.9833
12.0,1.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,4.0,1.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
18.0,2.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
9.0,2.0,6.0,2.0,2.0,2.0,-1.0,0,0,0.0
9.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,4.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
10.0,2.0,6.0,2.0,5.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0
8.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,3.0,2.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,7.0,1.0,5.0,1,1,0.93
13.0,1.0,6.0,2.0,9.0,1.0,-1.0,0,0,0.0
7.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
16.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
7.0,2.0,6.0,2.0,3.0,2.0,-1.0,0,0,0.0
14.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
12.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,7.0,2.0,-1.0,0,0,0.0
14.0,1.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,4.0,2.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,6.0,1.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
17.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
9.0,2.0,6.0,2.0,9.0,2.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,6.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
9.0,2.0,6.0,2.0,7.0,2.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
9.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
16.0,1.0,6.0,1.0,3.0,2.0,-1.0,0,0,0.0
6.0,1.0,6.0,2.0,5.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,3.0,2.0,-1.0,0,0,0.0
11.0,1.0,2.0,2.0,2.0,2.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,1.0,9.0,2.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,4.0,1.0,-1.0,0,0,0.0
6.0,1.0,6.0,2.0,2.0,2.0,-1.0,0,0,0.0
18.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
18.0,1.0,6.0,2.0,4.0,1.0,-1.0,0,0,0.0
15.0,2.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,6.0,1.0,-1.0,0,0,0.0
8.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
9.0,1.0,6.0,1.0,3.0,1.0,-1.0,0,0,0.0
12.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,3.0,2.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,9.0,1.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
16.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,9.0,2.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,7.0,2.0,-1.0,0,0,0.0
8.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
12.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
14.0,2.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
16.0,1.0,6.0,2.0,5.0,1.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
6.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,4.0,1.0,-1.0,0,0,0.0
16.0,1.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
13.0,2.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
15.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
9.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
9.0,2.0,6.0,2.0,6.0,2.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
11.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
9.0,2.0,6.0,2.0,6.0,2.0,-1.0,0,0,0.0
14.0,2.0,6.0,1.0,9.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,1.0,2.0,2.0,-1.0,0,0,0.0
15.0,1.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
18.0,2.0,6.0,1.0,2.0,1.0,6.0,1,1,0.9967
16.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
10.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
8.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
14.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
16.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
15.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
11.0,1.0,6.0,1.0,4.0,2.0,-1.0,0,0,0.0
9.0,1.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
17.0,2.0,6.0,1.0,3.0,2.0,-1.0,0,0,0.0
7.0,2.0,6.0,1.0,5.0,1.0,-1.0,0,0,0.0
14.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
18.0,2.0,6.0,2.0,6.0,1.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
12.0,2.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
17.0,2.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,4.0,1.0,-1.0,0,0,0.0
12.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
18.0,1.0,6.0,2.0,9.0,1.0,6.0,1,1,0.9233
13.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
12.0,1.0,6.0,2.0,4.0,1.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,9.0,2.0,-1.0,0,0,0.0
17.0,2.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
12.0,1.0,6.0,2.0,5.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,9.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,9.0,2.0,-1.0,0,0,0.0
16.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0
8.0,2.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
14.0,1.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
16.0,1.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0133
7.0,1.0,6.0,2.0,9.0,1.0,-1.0,0,0,0.0
15.0,2.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
16.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
12.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
17.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
12.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
13.0,2.0,6.0,2.0,5.0,1.0,-1.0,0,0,0.0
11.0,1.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
9.0,2.0,6.0,2.0,9.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
14.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
11.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
12.0,2.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,7.0,1.0,8.0,1,1,1.0
9.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
16.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
16.0,2.0,27.0,2.0,5.0,2.0,-1.0,0,0,0.0033
9.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
16.0,1.0,6.0,2.0,6.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,5.0,1.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
14.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,8.0,2.0,-1.0,0,0,0.0033
17.0,2.0,6.0,2.0,6.0,1.0,-1.0,0,0,0.0
9.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
12.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
14.0,1.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,9.0,2.0,-1.0,0,0,0.0
9.0,1.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
10.0,2.0,6.0,2.0,3.0,2.0,-1.0,0,0,0.0
14.0,1.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
12.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,6.0,1.0,-1.0,0,0,0.0
7.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
18.0,2.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
11.0,1.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
11.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,5.0,1.0,-1.0,0,0,0.0
16.0,2.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
8.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
10.0,2.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0
14.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
6.0,1.0,6.0,2.0,8.0,2.0,-1.0,0,0,0.0
11.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
16.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
12.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
14.0,1.0,6.0,1.0,5.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,6.0,1.0,-1.0,0,0,0.0
16.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,4.0,2.0,1.0,1,1,0.9333
16.0,1.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
13.0,2.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0
11.0,1.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
11.0,2.0,27.0,2.0,5.0,1.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,9.0,2.0,-1.0,0,0,0.0
8.0,2.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0
9.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,9.0,1.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
6.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
7.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
8.0,1.0,27.0,2.0,3.0,2.0,-1.0,0,0,0.0
15.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
18.0,1.0,6.0,2.0,9.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
16.0,1.0,6.0,1.0,9.0,1.0,-1.0,0,0,0.0
17.0,1.0,2.0,2.0,2.0,1.0,-1.0,0,0,0.0
9.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
13.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,6.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
8.0,2.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,7.0,2.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
14.0,1.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
16.0,1.0,6.0,2.0,5.0,1.0,-1.0,0,0,0.0
10.0,1.0,27.0,2.0,3.0,2.0,-1.0,0,0,0.0
17.0,2.0,6.0,2.0,7.0,2.0,-1.0,0,0,0.0
17.0,2.0,6.0,2.0,9.0,2.0,-1.0,0,0,0.0
8.0,2.0,6.0,2.0,7.0,2.0,-1.0,0,0,0.0
10.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
10.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,7.0,2.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,4.0,1.0,-1.0,0,0,0.0
18.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
9.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
17.0,2.0,6.0,2.0,6.0,2.0,-1.0,0,0,0.0
18.0,2.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
16.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
17.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
14.0,1.0,6.0,2.0,9.0,1.0,-1.0,0,0,0.0
7.0,2.0,6.0,2.0,8.0,2.0,-1.0,0,0,0.0
12.0,2.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
9.0,1.0,6.0,2.0,5.0,1.0,-1.0,0,0,0.0
18.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
16.0,1.0,6.0,2.0,2.0,1.0,6.0,1,1,0.9933
9.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
15.0,1.0,2.0,2.0,2.0,2.0,-1.0,0,0,0.0
14.0,1.0,6.0,2.0,7.0,2.0,-1.0,0,0,0.0
11.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,1.0,2.0,6.0,1,1,0.9767
6.0,1.0,6.0,2.0,8.0,2.0,-1.0,0,0,0.0
16.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
7.0,2.0,6.0,2.0,9.0,2.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
16.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
18.0,2.0,6.0,2.0,4.0,1.0,-1.0,0,0,0.0
10.0,2.0,6.0,2.0,4.0,2.0,-1.0,0,0,0.0
18.0,1.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
8.0,2.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0
11.0,1.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
17.0,2.0,2.0,1.0,2.0,2.0,-1.0,0,0,0.0033
10.0,1.0,6.0,1.0,8.0,1.0,-1.0,0,0,0.0
9.0,1.0,6.0,2.0,1.0,2.0,-1.0,0,0,0.0
16.0,2.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
13.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
14.0,1.0,995.0,2.0,7.0,1.0,2.0,1,1,0.9167
13.0,2.0,6.0,2.0,9.0,1.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,5.0,1.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,1.0,7.0,1.0,-1.0,0,0,0.0
18.0,2.0,27.0,1.0,5.0,2.0,8.0,1,1,0.97
14.0,2.0,6.0,2.0,5.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
17.0,2.0,6.0,2.0,5.0,1.0,-1.0,0,0,0.0
18.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
7.0,2.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
15.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
8.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
14.0,2.0,6.0,2.0,1.0,2.0,6.0,1,1,0.9233
18.0,2.0,27.0,1.0,1.0,1.0,-1.0,0,0,0.0067
18.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
9.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
12.0,1.0,6.0,1.0,5.0,1.0,-1.0,0,0,0.0
9.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
12.0,2.0,6.0,1.0,2.0,2.0,-1.0,0,0,0.0
17.0,1.0,6.0,2.0,2.0,2.0,-1.0,0,0,0.0
12.0,1.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
14.0,1.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
14.0,2.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
18.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
8.0,2.0,995.0,2.0,3.0,2.0,-1.0,0,0,0.1067
9.0,1.0,6.0,2.0,8.0,2.0,-1.0,0,0,0.0
18.0,1.0,6.0,2.0,5.0,2.0,6.0,1,1,0.9767
15.0,1.0,6.0,2.0,7.0,1.0,5.0,1,1,0.9967
8.0,2.0,6.0,2.0,2.0,2.0,-1.0,0,0,0.0
18.0,1.0,6.0,2.0,6.0,1.0,-1.0,0,0,0.0
18.0,1.0,6.0,2.0,2.0,2.0,-1.0,0,0,0.0033
16.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
13.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
6.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
6.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
18.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
12.0,1.0,6.0,2.0,8.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,7.0,2.0,-1.0,0,0,0.0
6.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
18.0,1.0,6.0,1.0,4.0,2.0,4.0,1,1,0.9967
12.0,2.0,6.0,2.0,6.0,1.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,2.0,2.0,-1.0,0,0,0.0
6.0,1.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
13.0,1.0,6.0,2.0,2.0,2.0,-1.0,0,0,0.0
17.0,2.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
11.0,1.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
15.0,2.0,6.0,2.0,2.0,1.0,-1.0,0,0,0.0
6.0,1.0,6.0,2.0,6.0,2.0,-1.0,0,0,0.0
9.0,2.0,6.0,2.0,3.0,1.0,-1.0,0,0,0.0
7.0,2.0,6.0,1.0,2.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
10.0,1.0,6.0,1.0,5.0,2.0,-1.0,0,0,0.0
12.0,2.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0
6.0,1.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
12.0,1.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
7.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
11.0,1.0,6.0,2.0,7.0,1.0,-1.0,0,0,0.0
18.0,2.0,6.0,2.0,4.0,2.0,-1.0,0,0,0.0167
11.0,2.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
13.0,2.0,6.0,2.0,5.0,2.0,-1.0,0,0,0.0
8.0,2.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
11.0,2.0,6.0,2.0,4.0,1.0,-1.0,0,0,0.0
8.0,1.0,6.0,2.0,1.0,1.0,-1.0,0,0,0.0
